episode,hotel_revenue,ota_profit,bookings_online,bookings_offline,total_subsidy,avg_subsidy_amount,avg_subsidy_ratio
1,3476067.281635813,167841.701285313,13050,19306,130430.56782333543,9.99467952669237,0.43902172781660975
2,3481440.4710241426,167852.67120720175,13465,19740,132725.62889809103,9.857083468109249,0.6255208158992458
3,3532569.514844533,169624.2115074186,13717,20764,127605.84096270351,9.302751400649086,0.7263742787474957
4,3510591.849227753,163716.4588209763,13033,21565,114296.76212692805,8.769796833187144,0.40170891214827575
5,3535639.5258830055,164402.7303600919,13009,22172,112472.17797734943,8.645720499450338,0.5537619046563952
6,3542817.210203837,162222.273665928,12662,22607,107640.07101202007,8.501032302323493,0.5212614947856878
7,3515856.6337158964,156678.15367128814,12721,22604,109690.63970598383,8.622800071219546,0.1542954827172921
8,3535214.562653987,158497.4215348609,12424,23143,102303.32789548977,8.234330963899692,0.3927141438487211
9,3545163.812882652,157051.44576125007,12229,23571,98066.66418693196,8.019189155853459,0.28670289743089855
10,3508713.5406607687,158413.0284851471,12392,23369,97242.88148801199,7.847230591350225,0.17885964141909666
11,3511009.784939537,155943.40367416063,12145,23624,94528.11811001609,7.783295027584693,0.5788234717708004
12,3517890.693660967,154042.85976778658,11946,23940,90962.40270813293,7.6144653196160155,0.14742456322233677
13,3503163.5812013857,151182.9114851113,11551,24334,86545.2202515194,7.492443966021937,0.25916015639145046
14,3503564.0927471854,154249.40371284954,11804,24155,88320.64012551223,7.4822636500772814,0.29512104323087657
15,3505477.090620668,148744.74493301398,11329,24819,83205.79140755524,7.344495666656831,0.23582628858507632
16,3500704.8625529334,149217.2333352739,11163,24755,79046.73752054307,7.08113746488785,0.35908277388658694
17,3509460.1146052526,154183.125536824,11368,24682,78166.72090793855,6.876031043977705,0.22520273797533097
18,3500065.763263019,154433.95838896176,11338,24736,76850.08664709069,6.77809901632481,0.5237219518973917
19,3491834.229439423,154303.29464815464,11398,24617,77374.02621258027,6.78838622675735,0.293792057316218
20,3508866.4370426526,153131.39314265552,11164,25114,72604.16006329273,6.503418135371975,0.1657834596454902
21,3496507.1225531455,160886.7553593498,11787,24542,75301.8468563049,6.388550679248739,0.1621986563946831
22,3489277.019077401,155173.3095247023,11266,24899,71759.14125296511,6.369531444431486,0.5440557622506884
