episode,hotel_revenue,ota_profit,bookings_online,bookings_offline,total_subsidy,avg_subsidy_amount,avg_subsidy_ratio
1,4049629.060624905,189589.8280347073,14999,23052,151301.46723573806,10.087436978181083,0.45576994621067823
2,4258366.851423664,197994.2324828742,15842,24867,154061.6325675485,9.724885277587964,0.6082219502437805
3,4434782.307478323,196613.5567082692,16051,27261,152604.02294348425,9.507446448413448,0.4791498053791402
4,4503475.141343147,198427.53363399612,15912,28739,144463.22240103956,9.078885269044719,0.22238336418587962
5,4601739.18220098,195999.4586400752,15601,30482,138508.5182673591,8.87818205675015,0.5387795878538415
6,4622772.029971922,194290.0757899803,15286,31292,129994.78359528928,8.504172680576296,0.380356161699834
7,4680800.692600778,194792.2107373503,15433,31960,131267.46902138076,8.505635263486086,0.15652931625521524
8,4709403.287453419,196712.90643015664,15199,32584,124767.7575703057,8.208945165491526,0.058864885551976276
9,4709876.488453696,190161.7183020052,14624,32982,120769.26986550856,8.258292523626132,0.4504219156310408
10,4781266.693424317,191692.93114672898,14381,34052,114199.79924480016,7.941019348084289,0.3177679820720747
11,4803048.068385531,188306.6042059493,13844,34715,106468.58398009626,7.6905940465253,0.397382697842137
12,4781117.384221074,187618.1688810012,13791,34848,104814.90142241844,7.6002393896322555,0.06390941697160163
13,4783423.888643001,191173.55930568863,13736,34975,100689.7523357507,7.330354712853138,0.0732295978270977
14,4806101.862730072,189830.11437402043,13467,35501,94184.17900413576,6.993701567100004,0.6900435557320013
15,4822948.505760453,193489.97381859575,13624,35651,92390.39573490628,6.781444196631407,0.4670055225686548
16,4795061.970535466,192784.72219865312,13378,35511,89175.44718878984,6.665828015307956,0.6460178140826802
17,4793763.953413744,198503.93544796816,14045,35171,93901.09400116617,6.685731149958432,0.46007882921301846
18,4787179.054623325,199813.46813983665,13972,35168,90367.47463027498,6.467755126701617,0.18413087132078865
19,4812122.14643276,194547.45671954614,13644,35815,88542.36802795835,6.489472883901961,0.34662508542982856
20,4818428.579150248,198540.3348649651,13723,35881,87423.0004665868,6.370545833023887,0.49951852512167005
21,4807785.970342224,194961.54259907117,13646,35940,87461.62764332017,6.409323438613526,0.6279402193168018
22,4811266.632326957,194076.72200158876,13367,36144,83318.8961816301,6.23317843806614,0.16525957077100972
23,4801674.464882673,193275.0657756999,13247,36318,81631.65530536292,6.162274877735556,0.2430352879010556
24,4783037.638984251,192306.9736047591,13221,36165,82821.11372589377,6.264360768920185,0.5696391844036798
25,4813645.814569446,197447.28103094635,13503,36301,82745.11033704395,6.1279056755568355,0.6172898327294334
26,4759883.811905085,189797.00328810746,12852,36444,77974.12315614289,6.067080855597797,0.5738823700831222
27,4814494.9768387135,193647.93408625995,13025,36829,78372.97687467308,6.017119145848222,0.35650413988997737
28,4805790.027680245,190784.73268203496,12794,37047,75368.21636897422,5.890903264731453,0.4618619023204183
29,4795474.68318265,194321.62011447395,13018,36672,75875.67173140256,5.828519874896494,0.416918083394094
30,4806157.489815723,190827.90539770998,12694,37070,74951.45949468324,5.904479241742811,0.5276362631379421
31,4824751.892962938,196572.1920530357,13123,36940,75615.75704579959,5.762078567842687,0.34095894896737305
32,4798447.900725257,193343.44709907475,12842,36658,73580.78076183774,5.729697925699871,0.49926761276075027
33,4828145.423483151,196505.33489182068,12851,36981,71432.63276999477,5.558527178429287,0.2763171510576292
34,4816961.128004347,196108.59887671054,12698,37245,67433.4836727519,5.3105594324107654,0.40147994117430424
35,4825047.782397187,195397.7041858743,12645,37306,67852.05194725911,5.3659194897002065,0.6046459155652739
36,4796955.129128164,198091.97840157244,12830,37083,66870.55989087137,5.21204675688787,0.17187261041689275
37,4819125.301089601,195920.50640019303,12640,37439,65299.2367213149,5.1660788545344065,0.5218414643617629
38,4792076.723433355,197494.98066031537,12732,37311,65209.36591551287,5.121690693961112,0.38239873989955353
39,4770792.122334869,195511.4108479726,12572,37268,62228.87199029901,4.949798917459355,0.3789989955699301
40,4781402.866608077,201960.35393515832,13006,37066,63494.379582639755,4.881929846427783,0.38751455930086964
41,4798989.769623603,201628.4139550556,12987,37296,62596.9928027728,4.819973265786771,0.3296258396815638
42,4779955.403527841,203537.3164698904,13331,36828,66858.40799822111,5.015258270063844,0.3938289686488504
43,4769468.903260226,203888.97981205338,13429,36749,65927.35191752331,4.909326972784519,0.5872824954776786
44,4763981.083508794,206534.55531645674,13606,36634,65600.95912726963,4.8214728154688835,0.26456284687168663
45,4751032.639816178,211746.85338293485,14104,36280,67911.46523066252,4.81505000217403,0.4573732279970748
46,4768987.088872947,211282.49517477857,13982,36637,65412.34152370113,4.678325098247828,0.49731616260590783
47,4751128.285248606,215218.93294608992,14271,36354,65542.71049185541,4.59272023627324,0.3881563270368577
48,4750500.41238314,209718.39892160898,13897,36708,63906.409368737244,4.598575906219849,0.4955077718489946
49,4712279.285483016,216521.74527676852,14527,35948,67879.20373596555,4.67262364810116,0.44001933921814973
50,4736709.349130526,215560.72336601207,14337,36305,64210.62530472578,4.478665362678788,0.26415492041636746
51,4737392.788498716,214901.62883066712,14502,36404,65601.56735521482,4.523622076624936,0.3536527399742972
52,4753215.356468048,221497.46895960314,14964,36046,68513.60375077503,4.578562132503009,0.35283703589939336
53,4743972.945239037,217494.160872715,14633,36337,65931.51185486943,4.505672921128233,0.6594004472015382
54,4741694.867867407,218081.4961459196,14822,36214,67417.55280694987,4.548478802250025,0.49514483634925166
55,4715371.122833772,225043.79211773042,15365,35681,68961.0095762754,4.488188062237254,0.545021097742432
56,4735316.362434536,223080.3729594117,15351,35893,70469.68930861494,4.590560179051198,0.36831375663461935
57,4695803.918005308,224041.43483796105,15562,35339,72122.3642868812,4.634517689685207,0.5534875442922503
58,4717703.507030321,223473.05544501706,15504,35726,71022.9355040019,4.580942692466583,0.40629667054786317
59,4705990.188226949,220745.27339446446,15254,35870,69525.65317249729,4.557863719188232,0.32546837316197813
60,4715551.692147374,217778.76044469298,14965,36123,68366.5755186516,4.568431374450491,0.3838684147954958
61,4721716.422722641,219630.88507396818,14918,36363,64792.23129535314,4.343225049963342,0.36908368554514215
62,4704233.274940159,216472.283540905,14702,36208,65068.06115051249,4.425796568528941,0.4205926760567624
63,4721828.2487349715,225136.7922919434,15418,35868,68308.41539158815,4.430432960928016,0.37078585362337163
64,4714775.416628309,219312.5647324931,15121,36256,66833.924257589,4.419940761694927,0.39699120421725975
65,4714020.638630828,223791.0620304815,15395,36034,66382.91380398444,4.311978811561185,0.3934132021228901
66,4704238.075076633,224850.14387979652,15548,35755,68264.38044102723,4.390557013186727,0.2987626965968064
67,4716224.591587223,230459.5231103406,15858,35578,68095.16322884346,4.294057461775978,0.33549450215375265
68,4721120.681665643,222880.2991407091,15334,36008,67392.05727297626,4.3949430854947344,0.40324070322230243
69,4719999.757040057,220678.31009932695,15138,36165,65626.48089713333,4.335214750768485,0.43504316817265554
70,4728659.048218466,223965.8399928316,15241,36068,65482.68475873625,4.296482170378338,0.34142263963905806
71,4720397.137555535,221276.97712825375,15074,36127,64672.59393855323,4.290340582363887,0.369291173308408
72,4706031.410812178,222384.45080457328,15216,36048,64516.172531318116,4.240021854056133,0.3256587247031034
73,4715827.712969086,221830.4527093461,15143,36140,64020.75301481646,4.227745692056822,0.4572439548154756
74,4720620.358116912,221166.56969123104,15223,36154,66274.87797352509,4.353601653650731,0.33835393650301476
75,4738725.9648514185,219589.21687254353,15114,36499,66851.3628459065,4.423141646546678,0.5207111852800699
76,4711604.992096285,216044.2988521652,14799,36531,63926.50346363334,4.319650210394847,0.4111026111569614
77,4721517.801738385,218943.1358531823,14941,36467,64473.60544791029,4.31521353643734,0.29717353283946873
78,4728378.387097591,217719.83606810376,14762,36634,63366.2668741517,4.292525868727252,0.3752007887222211
79,4709174.582065517,217211.01892081148,14604,36604,60335.00565303721,4.131402742607314,0.31409142038271193
80,4694190.644465517,213759.17382951084,14428,36677,60553.788899528525,4.196963466837297,0.3146264174695872
81,4698393.164870723,214676.79785178532,14523,36764,60597.855622769704,4.172543938770895,0.4545919800800861
82,4676813.889293509,218604.36671183177,14701,36487,58716.29005606303,3.994033743014967,0.5395192956822761
83,4678419.238855291,222692.981193883,15067,36082,61923.985837210064,4.109908132820738,0.47132967657082286
84,4666360.837080996,223047.5823627704,15269,36003,64093.106407080595,4.197596856839387,0.43005551566084094
85,4685995.551300328,223156.9568242625,15175,36255,63389.02978574873,4.1772013038384666,0.3756794507365915
86,4674469.872551394,222696.74733070727,15124,36329,61151.94982554439,4.04337145104102,0.4528800863113501
87,4719062.005477187,216361.91327297827,14506,37290,58496.38558376436,4.032564841015053,0.328697371079337
88,4685017.728151907,215419.50362327,14365,37058,56581.74754375949,3.9388616459282626,0.3759061888961622
89,4650415.103521019,218306.13544259762,14676,36645,58922.65874864243,4.014899069817555,0.23968677658995477
90,4690876.561532405,217789.54607608254,14720,36830,59578.3898395097,4.047444961923214,0.4652842529345761
91,4676379.837676735,220301.029307573,14845,36514,59817.6817994738,4.029483448937272,0.39868836014526743
92,4652554.852795136,218953.48653139468,14858,36439,59714.41542580894,4.019007633989025,0.2520367306480462
93,4672948.380659298,223858.12939252032,15215,36272,61176.595892451085,4.020808142783508,0.41355544057935195
94,4680769.454262657,225087.27025901552,15170,36419,59132.512891811275,3.8979903026902623,0.37148860841704423
95,4702856.026903192,227374.01044153,15380,36310,60222.79832267766,3.915656587950433,0.32336792018078286
96,4677108.933635145,229644.3822316096,15539,36095,59827.88325365228,3.850175896367352,0.31299684131588523
97,4701542.290133028,229450.05724646957,15589,36269,61034.70085018517,3.915241570991415,0.467612255500597
98,4691925.144513726,229715.31979029463,15557,36136,60633.45889435105,3.8975033036158035,0.3700193337277204
99,4704226.590946704,226228.55216289006,15231,36471,59015.27462906168,3.874681546127088,0.4221278841778655
100,4698757.370434021,225175.0328511784,15186,36489,57576.04446576552,3.7913897317111496,0.3649925616024151
101,4661780.259891905,225983.12132108328,15239,36154,57687.05613758195,3.7854882956612608,0.3156285976704528
102,4687063.394733397,229162.981533622,15494,36236,59148.355420773194,3.817500672568297,0.42893056950798947
103,4678939.996483282,227368.6682703736,15325,36385,57610.30819507331,3.7592370763506238,0.483832016843168
104,4697433.921972755,224071.84251358858,15060,36747,57264.726413015254,3.802438672842978,0.44537935997593225
105,4672821.686301167,223305.6664606861,15066,36578,58341.87370919804,3.872419601035314,0.4183485725095538
106,4664153.8101113755,226695.1432831092,15315,36245,58859.36555960534,3.8432494652043974,0.4440524914248454
107,4664112.9129143655,224239.0151868048,15207,36425,57641.757593385264,3.790475280685557,0.39054060251473355
108,4689110.910865221,228561.88932000072,15465,36507,58034.14219444706,3.752611845745041,0.3293789074855835
109,4670241.432167365,225486.7110224965,15274,36456,57764.45445539382,3.781881265902437,0.3405023647484672
110,4651238.23587313,226000.08664276384,15309,36311,58042.526102956734,3.791398922395763,0.34079153087360387
111,4676125.122090144,230195.41347997767,15543,36337,58675.05596035474,3.7750148594450708,0.373804820737945
112,4667323.719662046,227692.80756684253,15588,36349,60781.11572503813,3.8992247706593615,0.24944051314539495
113,4657418.582448521,226472.4988359625,15348,36397,58681.9188660085,3.8234244765447287,0.3828294038838158
114,4639132.47025312,227983.568149224,15436,36101,58047.59231228672,3.760533319013133,0.3814156151315074
115,4642162.815886522,229911.4537078577,15643,36073,58603.32695934882,3.746297191034253,0.39033716668690943
116,4639091.4575426765,225292.68969648553,15307,36313,57212.64866899107,3.7376787527922564,0.359972748869188
117,4649374.83917842,227979.8358231349,15527,36290,58782.60560295744,3.7858314937178745,0.4374352005111569
118,4672419.988004419,223763.0273328423,15103,36819,55526.375472024876,3.676512975701839,0.30126889248651056
119,4679326.2894073995,227179.70003316243,15397,36547,57576.355550832,3.7394528512588168,0.41805703328910804
120,4625227.720970681,228053.95189612295,15451,35851,58957.72960415878,3.8157873020619237,0.39441322174121546
121,4683230.669679744,233210.4393824933,15770,36094,59529.477535409045,3.774855899518646,0.288009529968986
122,4699202.522539147,233388.80716084797,15685,36133,58293.458602870654,3.716509952366634,0.34742297831977437
123,4700904.461867488,233214.10883425875,15764,36141,59385.37796306512,3.767151608923187,0.3858837549529689
